term,estimate,std.error,seq
Occupancy_prob[1],0.9999999731104465,5.1694430063888e-7,79c5bf8e719046b98ea4b9639d500374
Occupancy_prob[2],0.9999999731104465,5.1694430063888e-7,fc4aa16810635452d278a21b350bbc5a
Occupancy_prob[3],0.9999999731104465,5.1694430063888e-7,94413a0beaa3eea02bf627c5db0136b6
Occupancy_prob[4],0.9999999731104465,5.1694430063888e-7,f80b60400df424b44d57c5c4162765c9
Occupancy_prob[5],0.9999999731104465,5.1694430063888e-7,671f49fa21b8b3bcc45ac0fcd7fa0516
Occupancy_prob[6],0.9999999731104465,5.1694430063888e-7,126325b0e09bcbd2fee17383b714784e
Occupancy_prob[7],0.9999994783730594,5.900104598516167e-6,88698146ba30b13bea7abbf110000bac
Occupancy_prob[8],0.9999999731104465,5.1694430063888e-7,299048dc7270729c57ca559454cfecc4
Occupancy_prob[9],0.9999999731104465,5.1694430063888e-7,01a3e5c42d82b00721f3c038b67f1f08
Occupancy_prob[10],0.9999999731104465,5.1694430063888e-7,95592e4eef353a7b5505f737374700ca
Occupancy_prob[11],0.9999875012298947,8.059545874113791e-5,cbfd1d22c67af2f6f9d058daf312a3d7
Occupancy_prob[12],0.9999999731104465,5.1694430063888e-7,9f05889bf5008ab12b7415f410301923
Occupancy_prob[13],0.9999999731104465,5.1694430063888e-7,ade9663348ae28828bd4632112e89894
Occupancy_prob[14],0.9999999731104465,5.1694430063888e-7,0d73149acfe00332a8ca84994a2a9125
Occupancy_prob[15],0.9999999731104465,5.1694430063888e-7,636c26368c7f4fd8d0dd5a2d4b5aa359
Occupancy_prob[16],0.9999999731104465,5.1694430063888e-7,d678aa233521e922ccc99bb127785733
Occupancy_prob[17],0.9999999731104465,5.1694430063888e-7,428ec4fe017cc95a0b8c93a878c87bdb
Occupancy_prob[18],0.9999999731104465,5.1694430063888e-7,b21c6806cde605b6d026513522063e49
Occupancy_prob[19],0.9999999731104465,5.1694430063888e-7,63244e8893a354762908c31764d0c046
Occupancy_prob[20],0.9999999731104465,5.1694430063888e-7,6391d2bbd274e793723a3a0450e32649
Occupancy_prob[21],0.9999999731104465,5.1694430063888e-7,fbc6609692a3b4f6ea199fad0faa93ba
Occupancy_prob[22],0.9999999731104465,5.1694430063888e-7,f7334a7d3d687ac048b14226de8568a4
Occupancy_prob[23],0.9999999731104465,5.1694430063888e-7,52d912bac5a9afa907f6adc2c84b51fe
Occupancy_prob[24],0.9999999731104465,5.1694430063888e-7,fa13b39fc5cd8249190d7e31f2c7e719
Occupancy_prob[25],0.9999999731104465,5.1694430063888e-7,b420cc4cbba68eb58ab7be309d204606
Occupancy_prob[26],0.9999999731104465,5.1694430063888e-7,a1a54459494154f998792c9c5ffcbc91
Occupancy_prob[27],0.9999875012298947,8.059545874113791e-5,c9a89174ebe78bf0912c1b8679e19edc
Occupancy_prob[28],0.9999994783730594,5.900104598516167e-6,de1e2097038a24cb76600c94c5f79597
Occupancy_prob[29],0.6012380338158323,0.23015231150360999,efd184fde20fcc6f73f3d8201a8d661c
Occupancy_prob[30],0.9996161146038305,0.001405012403605636,fa7a1b639dee3a710fe964dbb7a20ec9
Occupancy_prob[31],0.6012380338158323,0.23015231150360999,e54f1ab638d6dcd333e43233554b9a8a
Occupancy_prob[32],0.6012380338158323,0.23015231150360999,2b31dc11b75ef895764dd22cc24b75bd
Occupancy_prob[33],0.9999875012298947,8.059545874113791e-5,1a197adcdf8ea59c4e0c4b275ceec117
Occupancy_prob[34],0.9996161146038305,0.001405012403605636,ea85d0c00a95d849057d7eaf670841cc
Occupancy_prob[35],0.6012380338158323,0.23015231150360999,b4f3f7683449537b3766ef4b3133c6a0
Occupancy_prob[36],0.6012380338158323,0.23015231150360999,c1e1fdc9a306f48da6a9b1cd7a10cd23
Occupancy_prob[37],0.6012380338158323,0.23015231150360999,30880fb4989f912ec28a7fa3f332d2e0
Occupancy_prob[38],0.6012380338158323,0.23015231150360999,5c8a22e0b24319f04d510805ccb1a258
Occupancy_prob[39],0.9849002533516242,0.029099280219961655,1b801d475f2e58cf5142c1e4022fd429
Occupancy_prob[40],0.6012380338158323,0.23015231150360999,a69e056b7a8bd0aa5cdd3b79a2725020
Occupancy_prob[41],0.6012380338158323,0.23015231150360999,a8dad31c05a477968da82891bbfdd28b
Occupancy_prob[42],0.6012380338158323,0.23015231150360999,d7870aa0e32e5834c21ea2703af8f3ac
Occupancy_prob[43],0.6012380338158323,0.23015231150360999,749f8bf6436ebb018cf634e8a93e91a9
Occupancy_prob[44],0.6012380338158323,0.23015231150360999,94615c252a418231c443a0b2318c878b
